timestamp,TimeUS,I,Alt,AltAMSL,Press,Temp,CRt,SMS,Offset,GndTemp,H,CPress,TimeSec,AttackActive_BARO,Alt_attacked
1778788393.259816,66445078,1,0.0863037109375,584.17626953125,94500.625,30.53,0.0,66445,0.0,28.02182960510254,1,94500.625,0.4998,0,0.0863037109375
1778788393.359776,66545038,0,0.00372314453125,584.0936889648438,94502.828125,30.53,0.0,66545,0.0,28.02182960510254,1,94502.828125,0.59976,0,0.00372314453125
1778788393.359776,66545038,1,-0.06365966796875,584.0263061523438,94502.3203125,30.53,0.0,66545,0.0,28.02182960510254,1,94502.3203125,0.59976,0,-0.06365966796875
1778788393.459736,66644998,0,0.00372314453125,584.0936889648438,94502.828125,30.53,0.0,66644,0.0,28.02182960510254,1,94502.828125,0.69972,0,0.00372314453125
1778788393.459736,66644998,1,-0.10223388671875,583.9877319335938,94502.75,30.53,0.0,66644,0.0,28.02182960510254,1,94502.75,0.69972,0,-0.10223388671875
1778788393.559696,66744958,0,0.00372314453125,584.0936889648438,94502.828125,30.53,0.0,66744,0.0,28.02182960510254,1,94502.828125,0.79968,0,0.00372314453125
1778788393.559696,66744958,1,-0.06951904296875,584.0204467773438,94502.390625,30.53,0.0,66744,0.0,28.02182960510254,1,94502.390625,0.79968,0,-0.06951904296875
1778788393.659656,66844918,0,0.00372314453125,584.0936889648438,94502.828125,30.54,0.0,66844,0.0,28.02182960510254,1,94502.828125,0.89964,0,0.00372314453125
1778788393.659656,66844918,1,-0.24627685546875,583.8436889648438,94504.3984375,30.54,0.0,66844,0.0,28.02182960510254,1,94504.3984375,0.89964,0,-0.24627685546875
1778788393.759616,66944878,0,0.00372314453125,584.0936889648438,94502.828125,30.54,0.0,66944,0.0,28.02182960510254,1,94502.828125,0.9996,0,0.00372314453125
1778788393.759616,66944878,1,-0.10809326171875,583.9818725585938,94502.828125,30.54,0.0,66944,0.0,28.02182960510254,1,94502.828125,0.9996,0,-0.10809326171875
1778788393.859576,67044838,0,0.00372314453125,584.0936889648438,94502.828125,30.54,0.0,67044,0.0,28.02182960510254,1,94502.828125,1.09956,0,0.00372314453125
1778788393.859576,67044838,1,-0.16375732421875,583.9262084960938,94503.4609375,30.54,0.0,67044,0.0,28.02182960510254,1,94503.4609375,1.09956,0,-0.16375732421875
1778788393.959536,67144798,0,0.00372314453125,584.0936889648438,94502.828125,30.54,0.0,67144,0.0,28.02182960510254,1,94502.828125,1.19952,0,0.00372314453125
1778788393.959536,67144798,1,-0.05487060546875,584.0350952148438,94502.2265625,30.54,0.0,67144,0.0,28.02182960510254,1,94502.2265625,1.19952,0,-0.05487060546875
1778788394.059496,67244758,0,0.00372314453125,584.0936889648438,94502.828125,30.54,0.0,67244,0.0,28.02182960510254,1,94502.828125,1.29948,0,0.00372314453125
1778788394.059496,67244758,1,0.08038330078125,584.1703491210938,94500.6875,30.54,0.0,67244,0.0,28.02182960510254,1,94500.6875,1.29948,0,0.08038330078125
1778788394.159456,67344718,0,0.00372314453125,584.0936889648438,94502.828125,30.55,0.0,67344,0.0,28.02182960510254,1,94502.828125,1.39944,0,0.00372314453125
1778788394.159456,67344718,1,-0.24627685546875,583.8436889648438,94504.3984375,30.55,0.0,67344,0.0,28.02182960510254,1,94504.3984375,1.39944,0,-0.24627685546875
1778788394.259416,67444678,0,0.00372314453125,584.0936889648438,94502.828125,30.55,0.0,67444,0.0,28.02182960510254,1,94502.828125,1.4994,0,0.00372314453125
1778788394.259416,67444678,1,-0.18719482421875,583.9027709960938,94503.7265625,30.55,0.0,67444,0.0,28.02182960510254,1,94503.7265625,1.4994,0,-0.18719482421875
1778788394.359376,67544638,0,0.00372314453125,584.0936889648438,94502.828125,30.55,0.0,67544,0.0,28.02182960510254,1,94502.828125,1.59936,0,0.00372314453125
1778788394.359376,67544638,1,0.09210205078125,584.1820678710938,94500.546875,30.55,0.0,67544,0.0,28.02182960510254,1,94500.546875,1.59936,0,0.09210205078125
1778788394.459336,67644598,0,0.00372314453125,584.0936889648438,94502.828125,30.55,0.0,67644,0.0,28.02182960510254,1,94502.828125,1.69932,0,0.00372314453125
1778788394.459336,67644598,1,-0.21942138671875,583.8705444335938,94504.0859375,30.55,0.0,67644,0.0,28.02182960510254,1,94504.0859375,1.69932,0,-0.21942138671875
1778788394.559296,67744558,0,0.00372314453125,584.0936889648438,94502.828125,30.56,0.0,67744,0.0,28.02182960510254,1,94502.828125,1.79928,0,0.00372314453125
1778788394.559296,67744558,1,-0.11981201171875,583.9701538085938,94502.953125,30.56,0.0,67744,0.0,28.02182960510254,1,94502.953125,1.79928,0,-0.11981201171875
1778788394.659256,67844518,0,0.00372314453125,584.0936889648438,94502.828125,30.56,0.0,67844,0.0,28.02182960510254,1,94502.828125,1.89924,0,0.00372314453125
1778788394.659256,67844518,1,-0.19891357421875,583.8910522460938,94503.8515625,30.56,0.0,67844,0.0,28.02182960510254,1,94503.8515625,1.89924,0,-0.19891357421875
1778788394.759216,67944478,0,0.00372314453125,584.0936889648438,94502.828125,30.56,0.0,67944,0.0,28.02182960510254,1,94502.828125,1.9992,0,0.00372314453125
1778788394.759216,67944478,1,-0.19598388671875,583.8939819335938,94503.8203125,30.56,0.0,67944,0.0,28.02182960510254,1,94503.8203125,1.9992,0,-0.19598388671875
1778788394.8600087,68045271,0,0.00372314453125,584.0936889648438,94502.828125,30.56,0.0,68045,0.0,28.02182960510254,1,94502.828125,2.099993,0,0.00372314453125
1778788394.8600087,68045271,1,0.00665283203125,584.0966186523438,94501.5234375,30.56,0.0,68045,0.0,28.02182960510254,1,94501.5234375,2.099993,0,0.00665283203125
1778788394.959969,68145231,0,0.00372314453125,584.0936889648438,94502.828125,30.56,0.0,68145,0.0,28.02182960510254,1,94502.828125,2.199953,0,0.00372314453125
1778788394.959969,68145231,1,-0.07244873046875,584.0175170898438,94502.421875,30.56,0.0,68145,0.0,28.02182960510254,1,94502.421875,2.199953,0,-0.07244873046875
1778788395.0599291,68245191,0,0.00372314453125,584.0936889648438,94502.828125,30.57,0.0,68245,0.0,28.02182960510254,1,94502.828125,2.299913,0,0.00372314453125
1778788395.0599291,68245191,1,-0.14910888671875,583.9408569335938,94503.296875,30.57,0.0,68245,0.0,28.02182960510254,1,94503.296875,2.299913,0,-0.14910888671875
1778788395.1598887,68345151,0,0.00372314453125,584.0936889648438,94502.828125,30.57,0.0,68345,0.0,28.02182960510254,1,94502.828125,2.399873,0,0.00372314453125
1778788395.1598887,68345151,1,-0.17547607421875,583.9144897460938,94503.59375,30.57,0.0,68345,0.0,28.02182960510254,1,94503.59375,2.399873,0,-0.17547607421875
1778788395.259849,68445111,0,0.00372314453125,584.0936889648438,94502.828125,30.57,0.0,68445,0.0,28.02182960510254,1,94502.828125,2.499833,0,0.00372314453125
1778788395.259849,68445111,1,-0.07830810546875,584.0116577148438,94502.4921875,30.57,0.0,68445,0.0,28.02182960510254,1,94502.4921875,2.499833,0,-0.07830810546875
1778788395.3598087,68545071,0,0.00372314453125,584.0936889648438,94502.828125,30.57,0.0,68545,0.0,28.02182960510254,1,94502.828125,2.599793,0,0.00372314453125
1778788395.3598087,68545071,1,-0.04608154296875,584.0438842773438,94502.125,30.57,0.0,68545,0.0,28.02182960510254,1,94502.125,2.599793,0,-0.04608154296875
1778788395.459769,68645031,0,0.00372314453125,584.0936889648438,94502.828125,30.57,0.0,68645,0.0,28.02182960510254,1,94502.828125,2.699753,0,0.00372314453125
1778788395.459769,68645031,1,0.03009033203125,584.1200561523438,94501.2578125,30.57,0.0,68645,0.0,28.02182960510254,1,94501.2578125,2.699753,0,0.03009033203125
1778788395.559729,68744991,0,0.00372314453125,584.0936889648438,94502.828125,30.58,0.0,68744,0.0,28.02182960510254,1,94502.828125,2.799713,0,0.00372314453125
1778788395.559729,68744991,1,0.05694580078125,584.1469116210938,94500.953125,30.58,0.0,68744,0.0,28.02182960510254,1,94500.953125,2.799713,0,0.05694580078125
1778788395.6596887,68844951,0,0.00372314453125,584.0936889648438,94502.828125,30.58,0.0,68844,0.0,28.02182960510254,1,94502.828125,2.899673,0,0.00372314453125
1778788395.6596887,68844951,1,-0.29315185546875,583.7968139648438,94504.921875,30.58,0.0,68844,0.0,28.02182960510254,1,94504.921875,2.899673,0,-0.29315185546875
1778788395.759649,68944911,0,0.00372314453125,584.0936889648438,94502.828125,30.58,0.0,68944,0.0,28.02182960510254,1,94502.828125,2.999633,0,0.00372314453125
1778788395.759649,68944911,1,-0.22869873046875,583.8612670898438,94504.1953125,30.58,0.0,68944,0.0,28.02182960510254,1,94504.1953125,2.999633,0,-0.22869873046875
1778788395.8596091,69044871,0,0.00372314453125,584.0936889648438,94502.828125,30.58,0.0,69044,0.0,28.02182960510254,1,94502.828125,3.099593,0,0.00372314453125
1778788395.8596091,69044871,1,-0.10809326171875,583.9818725585938,94502.828125,30.58,0.0,69044,0.0,28.02182960510254,1,94502.828125,3.099593,0,-0.10809326171875
1778788395.9595687,69144831,0,0.00372314453125,584.0936889648438,94502.828125,30.58,0.0,69144,0.0,28.02182960510254,1,94502.828125,3.199553,0,0.00372314453125
1778788395.9595687,69144831,1,-0.11688232421875,583.9730834960938,94502.921875,30.58,0.0,69144,0.0,28.02182960510254,1,94502.921875,3.199553,0,-0.11688232421875
1778788396.059529,69244791,0,0.00372314453125,584.0936889648438,94502.828125,30.59,0.0,69244,0.0,28.02182960510254,1,94502.828125,3.299513,0,0.00372314453125
1778788396.059529,69244791,1,0.00958251953125,584.0995483398438,94501.4921875,30.59,0.0,69244,0.0,28.02182960510254,1,94501.4921875,3.299513,0,0.00958251953125
1778788396.159489,69344751,0,0.00372314453125,584.0936889648438,94502.828125,30.59,0.0,69344,0.0,28.02182960510254,1,94502.828125,3.399473,0,0.00372314453125
1778788396.159489,69344751,1,-0.24334716796875,583.8466186523438,94504.359375,30.59,0.0,69344,0.0,28.02182960510254,1,94504.359375,3.399473,0,-0.24334716796875
1778788396.259449,69444711,0,0.00372314453125,584.0936889648438,94502.828125,30.59,0.0,69444,0.0,28.02182960510254,1,94502.828125,3.499433,0,0.00372314453125
1778788396.259449,69444711,1,-0.25213623046875,583.8378295898438,94504.4609375,30.59,0.0,69444,0.0,28.02182960510254,1,94504.4609375,3.499433,0,-0.25213623046875
1778788396.359409,69544671,0,0.00372314453125,584.0936889648438,94502.828125,30.59,0.0,69544,0.0,28.02182960510254,1,94502.828125,3.599393,0,0.00372314453125
1778788396.359409,69544671,1,-0.26971435546875,583.8202514648438,94504.65625,30.59,0.0,69544,0.0,28.02182960510254,1,94504.65625,3.599393,0,-0.26971435546875
1778788396.4593687,69644631,0,0.00372314453125,584.0936889648438,94502.828125,30.59,0.0,69644,0.0,28.02182960510254,1,94502.828125,3.699353,0,0.00372314453125
1778788396.4593687,69644631,1,-0.23748779296875,583.8524780273438,94504.2890625,30.6,0.0,69644,0.0,28.02182960510254,1,94504.2890625,3.699353,0,-0.23748779296875
1778788396.559329,69744591,0,0.00372314453125,584.0936889648438,94502.828125,30.6,0.0,69744,0.0,28.02182960510254,1,94502.828125,3.799313,0,0.00372314453125
1778788396.559329,69744591,1,-0.23748779296875,583.8524780273438,94504.2890625,30.6,0.0,69744,0.0,28.02182960510254,1,94504.2890625,3.799313,0,-0.23748779296875
1778788396.6592891,69844551,0,0.00372314453125,584.0936889648438,94502.828125,30.6,0.0,69844,0.0,28.02182960510254,1,94502.828125,3.899273,0,0.00372314453125
1778788396.6592891,69844551,1,0.0540771484375,584.14404296875,94500.984375,30.6,0.0,69844,0.0,28.02182960510254,1,94500.984375,3.899273,0,0.0540771484375
1778788396.7592487,69944511,0,0.00372314453125,584.0936889648438,94502.828125,30.6,0.0,69944,0.0,28.02182960510254,1,94502.828125,3.999233,0,0.00372314453125
1778788396.7592487,69944511,1,0.02130126953125,584.1112670898438,94501.3515625,30.6,0.0,69944,0.0,28.02182960510254,1,94501.3515625,3.999233,0,0.02130126953125
1778788396.859209,70044471,0,0.00372314453125,584.0936889648438,94502.828125,30.6,0.0,70044,0.0,28.02182960510254,1,94502.828125,4.099193,0,0.00372314453125
1778788396.859209,70044471,1,-0.24334716796875,583.8466186523438,94504.359375,30.6,0.0,70044,0.0,28.02182960510254,1,94504.359375,4.099193,0,-0.24334716796875
1778788396.960002,70145264,0,0.00372314453125,584.0936889648438,94502.828125,30.6,0.0,70145,0.0,28.02182960510254,1,94502.828125,4.199986,0,0.00372314453125
1778788396.960002,70145264,1,-0.06072998046875,584.0292358398438,94502.2890625,30.6,0.0,70145,0.0,28.02182960510254,1,94502.2890625,4.199986,0,-0.06072998046875
1778788397.059962,70245224,0,0.00372314453125,584.0936889648438,94502.828125,30.61,0.0,70245,0.0,28.02182960510254,1,94502.828125,4.299946,0,0.00372314453125
1778788397.059962,70245224,1,-0.26971435546875,583.8202514648438,94504.65625,30.61,0.0,70245,0.0,28.02182960510254,1,94504.65625,4.299946,0,-0.26971435546875
1778788397.159922,70345184,0,0.01544189453125,584.1054077148438,94502.6875,30.61,0.0036560159642249,70345,0.0,28.02182960510254,1,94502.6875,4.399906,0,0.01544189453125
1778788397.159922,70345184,1,-0.09637451171875,583.9935913085938,94502.6875,30.61,0.0036560159642249,70345,0.0,28.02182960510254,1,94502.6875,4.399906,0,-0.09637451171875
1778788397.259882,70445144,0,0.01544189453125,584.1054077148438,94502.6875,30.61,0.0182679239660501,70445,0.0,28.02182960510254,1,94502.6875,4.499866,0,0.01544189453125
1778788397.259882,70445144,1,-0.21063232421875,583.8793334960938,94503.9921875,30.61,0.0182679239660501,70445,0.0,28.02182960510254,1,94503.9921875,4.499866,0,-0.21063232421875
1778788397.359842,70545104,0,0.03350830078125,584.1234741210938,94502.4921875,30.61,0.0422148294746875,70545,0.0,28.02182960510254,1,94502.4921875,4.599826,0,0.03350830078125
1778788397.359842,70545104,1,0.07159423828125,584.1615600585938,94500.78125,30.61,0.0422148294746875,70545,0.0,28.02182960510254,1,94500.78125,4.599826,0,0.07159423828125
1778788397.459802,70645064,0,0.04815673828125,584.1381225585938,94502.3203125,30.61,0.0694043859839439,70645,0.0,28.02182960510254,1,94502.3203125,4.699786,0,0.04815673828125
1778788397.459802,70645064,1,-0.01678466796875,584.0731811523438,94501.7890625,30.61,0.0694043859839439,70645,0.0,28.02182960510254,1,94501.7890625,4.699786,0,-0.01678466796875
1778788397.559762,70745024,0,0.07452392578125,584.1644897460938,94502.0234375,30.62,0.1058960035443306,70745,0.0,28.02182960510254,1,94502.0234375,4.799746,0,0.07452392578125
1778788397.559762,70745024,1,-0.00213623046875,584.0878295898438,94501.6171875,30.62,0.1058960035443306,70745,0.0,28.02182960510254,1,94501.6171875,4.799746,0,-0.00213623046875
1778788397.659722,70844984,0,0.09503173828125,584.1849975585938,94501.7890625,30.62,0.1535510718822479,70844,0.0,28.02182960510254,1,94501.7890625,4.899706,0,0.09503173828125
1778788397.659722,70844984,1,-0.15789794921875,583.9320678710938,94503.390625,30.62,0.1535510718822479,70844,0.0,28.02182960510254,1,94503.390625,4.899706,0,-0.15789794921875
1778788397.759682,70944944,0,0.13604736328125,584.2260131835938,94501.3203125,30.62,0.2015756964683532,70944,0.0,28.02182960510254,1,94501.3203125,4.999666,0,0.13604736328125
1778788397.759682,70944944,1,-0.10809326171875,583.9818725585938,94502.828125,30.62,0.2015756964683532,70944,0.0,28.02182960510254,1,94502.828125,4.999666,0,-0.10809326171875
1778788397.859642,71044904,0,0.1981201171875,584.2880859375,94500.625,30.62,0.259287565946579,71044,0.0,28.02182960510254,1,94500.625,5.099626,0,0.1981201171875
1778788397.859642,71044904,1,-0.01385498046875,584.0761108398438,94501.7578125,30.62,0.259287565946579,71044,0.0,28.02182960510254,1,94501.7578125,5.099626,0,-0.01385498046875
1778788397.959602,71144864,0,0.30706787109375,584.3970336914062,94499.3828125,30.62,0.3701675534248352,71144,0.0,28.02182960510254,1,94499.3828125,5.199586,0,0.30706787109375
1778788397.959602,71144864,1,0.25091552734375,584.3408813476562,94498.75,30.62,0.3701675534248352,71144,0.0,28.02182960510254,1,94498.75,5.199586,0,0.25091552734375
1778788398.059562,71244824,0,0.4271240234375,584.51708984375,94498.015625,30.62,0.5711089968681335,71244,0.0,28.02182960510254,1,94498.015625,5.299546,0,0.4271240234375
1778788398.059562,71244824,1,0.2362060546875,584.326171875,94498.921875,30.62,0.5711089968681335,71244,0.0,28.02182960510254,1,94498.921875,5.299546,0,0.2362060546875
1778788398.159522,71344784,0,0.54486083984375,584.6348266601562,94496.6875,30.63,0.8295605778694153,71344,0.0,28.02182960510254,1,94496.6875,5.399506,0,0.54486083984375
1778788398.159522,71344784,1,0.48919677734375,584.5791625976562,94496.046875,30.62,0.8295605778694153,71344,0.0,28.02182960510254,1,94496.046875,5.399506,0,0.48919677734375
1778788398.259482,71444744,0,0.66839599609375,584.7583618164062,94495.2734375,30.63,1.0480117797851562,71444,0.0,28.02182960510254,1,94495.2734375,5.499466,0,0.66839599609375
1778788398.259482,71444744,1,0.40081787109375,584.4907836914062,94497.046875,30.63,1.0480117797851562,71444,0.0,28.02182960510254,1,94497.046875,5.499466,0,0.40081787109375
1778788398.359442,71544704,0,0.7744140625,584.8643798828125,94494.078125,30.63,1.158885836601257,71544,0.0,28.02182960510254,1,94494.078125,5.599426,0,0.7744140625
1778788398.359442,71544704,1,0.8330078125,584.9229736328125,94492.140625,30.63,1.158885836601257,71544,0.0,28.02182960510254,1,94492.140625,5.599426,0,0.8330078125
1778788398.459402,71644664,0,0.90673828125,584.9967041015625,94492.578125,30.63,1.1826132535934448,71644,0.0,28.02182960510254,1,94492.578125,5.699386,0,0.90673828125
1778788398.459402,71644664,1,0.96533203125,585.0552978515625,94490.640625,30.63,1.1826132535934448,71644,0.0,28.02182960510254,1,94490.640625,5.699386,0,0.96533203125
1778788398.559362,71744624,0,1.0390625,585.1290283203125,94491.0703125,30.63,1.1869430541992188,71744,0.0,28.02182960510254,1,94491.0703125,5.799346,0,1.0390625
1778788398.559362,71744624,1,0.91265869140625,585.0026245117188,94491.2421875,30.63,1.1869430541992188,71744,0.0,28.02182960510254,1,94491.2421875,5.799346,0,0.91265869140625
1778788398.659322,71844584,0,1.17437744140625,585.2643432617188,94489.5390625,30.63,1.2236785888671875,71844,0.0,28.02182960510254,1,94489.5390625,5.899306,0,1.17437744140625
1778788398.659322,71844584,1,0.90673828125,584.9967041015625,94491.3046875,30.63,1.2236785888671875,71844,0.0,28.02182960510254,1,94491.3046875,5.899306,0,0.90673828125
1778788398.759282,71944544,0,1.32427978515625,585.4142456054688,94487.828125,30.63,1.2895585298538208,71944,0.0,28.02182960510254,1,94487.828125,5.999266,0,1.32427978515625
1778788398.759282,71944544,1,1.3858642578125,585.475830078125,94485.875,30.63,1.2895585298538208,71944,0.0,28.02182960510254,1,94485.875,5.999266,0,1.3858642578125
1778788398.859242,72044504,0,1.48297119140625,585.5729370117188,94486.03125,30.63,1.3600730895996094,72044,0.0,28.02182960510254,1,94486.03125,6.099226,0,1.48297119140625
1778788398.859242,72044504,1,1.3682861328125,585.458251953125,94486.0625,30.63,1.3600730895996094,72044,0.0,28.02182960510254,1,94486.0625,6.099226,0,1.3682861328125
1778788398.960035,72145297,0,1.6597900390625,585.749755859375,94484.03125,30.63,1.4421627521514893,72145,0.0,28.02182960510254,1,94484.03125,6.200019,0,1.6597900390625
1778788398.960035,72145297,1,1.3682861328125,585.458251953125,94486.0625,30.63,1.4421627521514893,72145,0.0,28.02182960510254,1,94486.0625,6.200019,0,1.3682861328125
1778788399.0599947,72245257,0,1.83612060546875,585.9260864257812,94482.0234375,30.63,1.5461009740829468,72245,0.0,28.02182960510254,1,94482.0234375,6.299979,0,1.83612060546875
1778788399.0599947,72245257,1,1.71551513671875,585.8054809570312,94482.1328125,30.63,1.5461009740829468,72245,0.0,28.02182960510254,1,94482.1328125,6.299979,0,1.71551513671875
1778788399.159955,72345217,0,2.03289794921875,586.1228637695312,94479.7890625,30.64,1.656799554824829,72345,0.0,28.02182960510254,1,94479.7890625,6.399939,0,2.03289794921875
1778788399.159955,72345217,1,1.92108154296875,586.0110473632812,94479.7890625,30.64,1.656799554824829,72345,0.0,28.02182960510254,1,94479.7890625,6.399939,0,1.92108154296875
1778788399.259915,72445177,0,2.23614501953125,586.3261108398438,94477.484375,30.64,1.7638646364212036,72445,0.0,28.02182960510254,1,94477.484375,6.499899,0,2.23614501953125
1778788399.259915,72445177,1,2.02410888671875,586.1140747070312,94478.625,30.64,1.7638646364212036,72445,0.0,28.02182960510254,1,94478.625,6.499899,0,2.02410888671875
1778788399.3598747,72545137,0,2.44757080078125,586.5375366210938,94475.0859375,30.64,1.8725448846817017,72545,0.0,28.02182960510254,1,94475.0859375,6.599859,0,2.44757080078125
1778788399.3598747,72545137,1,2.35968017578125,586.4496459960938,94474.8125,30.64,1.8725448846817017,72545,0.0,28.02182960510254,1,94474.8125,6.599859,0,2.35968017578125
1778788399.459835,72645097,0,2.66241455078125,586.7523803710938,94472.65625,30.64,1.9777270555496216,72645,0.0,28.02182960510254,1,94472.65625,6.699819,0,2.66241455078125
1778788399.459835,72645097,1,2.53594970703125,586.6259155273438,94472.8125,30.64,1.9777270555496216,72645,0.0,28.02182960510254,1,94472.8125,6.699819,0,2.53594970703125
1778788399.5597951,72745057,0,2.9066162109375,586.99658203125,94469.8828125,30.64,2.0704269409179688,72745,0.0,28.02182960510254,1,94469.8828125,6.799779,0,2.9066162109375
1778788399.5597951,72745057,1,2.8240966796875,586.9140625,94469.5390625,30.64,2.0704269409179688,72745,0.0,28.02182960510254,1,94469.5390625,6.799779,0,2.8240966796875
1778788399.6597548,72845017,0,3.1478271484375,587.23779296875,94467.1484375,30.64,2.168102264404297,72845,0.0,28.02182960510254,1,94467.1484375,6.899739,0,3.1478271484375
1778788399.6597548,72845017,1,3.0828857421875,587.1728515625,94466.609375,30.64,2.168102264404297,72845,0.0,28.02182960510254,1,94466.609375,6.899739,0,3.0828857421875
1778788399.759715,72944977,0,3.39453125,587.4844970703125,94464.34375,30.64,2.2830817699432373,72944,0.0,28.02182960510254,1,94464.34375,6.999699,0,3.39453125
1778788399.759715,72944977,1,3.0946044921875,587.1845703125,94466.4765625,30.64,2.2830817699432373,72944,0.0,28.02182960510254,1,94466.4765625,6.999699,0,3.0946044921875
1778788399.8596747,73044937,0,3.64453125,587.7344970703125,94461.5,30.64,2.3859798908233643,73044,0.0,28.02182960510254,1,94461.5,7.099659,0,3.64453125
1778788399.8596747,73044937,1,3.400390625,587.4903564453125,94463.0078125,30.64,2.3859798908233643,73044,0.0,28.02182960510254,1,94463.0078125,7.099659,0,3.400390625
1778788399.959635,73144897,0,3.89459228515625,587.9845581054688,94458.6640625,30.64,2.449870109558105,73144,0.0,28.02182960510254,1,94458.6640625,7.199619,0,3.89459228515625
1778788399.959635,73144897,1,3.76226806640625,587.8522338867188,94458.8984375,30.64,2.449870109558105,73144,0.0,28.02182960510254,1,94458.8984375,7.199619,0,3.76226806640625
1778788400.059595,73244857,0,4.14752197265625,588.2374877929688,94455.7890625,30.64,2.482936143875122,73244,0.0,28.02182960510254,1,94455.7890625,7.299579,0,4.14752197265625
1778788400.059595,73244857,1,4.08258056640625,588.1725463867188,94455.265625,30.64,2.482936143875122,73244,0.0,28.02182960510254,1,94455.265625,7.299579,0,4.08258056640625
1778788400.1595547,73344817,0,4.40643310546875,588.4963989257812,94452.859375,30.64,2.503571033477783,73344,0.0,28.02182960510254,1,94452.859375,7.399539,0,4.40643310546875
1778788400.1595547,73344817,1,4.26531982421875,588.3552856445312,94453.1875,30.64,2.503571033477783,73344,0.0,28.02182960510254,1,94453.1875,7.399539,0,4.26531982421875
1778788400.259515,73444777,0,4.65350341796875,588.7434692382812,94450.0546875,30.64,2.5221095085144043,73444,0.0,28.02182960510254,1,94450.0546875,7.499499,0,4.65350341796875
1778788400.259515,73444777,1,4.51824951171875,588.6082153320312,94450.328125,30.64,2.5221095085144043,73444,0.0,28.02182960510254,1,94450.328125,7.499499,0,4.51824951171875
1778788400.3594751,73544737,0,4.906494140625,588.9964599609375,94447.1796875,30.64,2.5334548950195312,73544,0.0,28.02182960510254,1,94447.1796875,7.599459,0,4.906494140625
1778788400.3594751,73544737,1,4.823974609375,588.9139404296875,94446.8515625,30.64,2.5334548950195312,73544,0.0,28.02182960510254,1,94446.8515625,7.599459,0,4.823974609375
1778788400.4594347,73644697,0,5.156494140625,589.2464599609375,94444.3515625,30.64,2.527961492538452,73644,0.0,28.02182960510254,1,94444.3515625,7.699419,0,5.156494140625
1778788400.4594347,73644697,1,5.09747314453125,589.1874389648438,94443.75,30.64,2.527961492538452,73644,0.0,28.02182960510254,1,94443.75,7.699419,0,5.09747314453125
1778788400.559395,73744657,0,5.4061279296875,589.49609375,94441.515625,30.64,2.5149154663085938,73744,0.0,28.02182960510254,1,94441.515625,7.799379,0,5.4061279296875
1778788400.559395,73744657,1,5.3592529296875,589.44921875,94440.7734375,30.64,2.5149154663085938,73744,0.0,28.02182960510254,1,94440.7734375,7.799379,0,5.3592529296875
1778788400.6593547,73844617,0,5.6531982421875,589.7431640625,94438.7109375,30.64,2.5060651302337646,73844,0.0,28.02182960510254,1,94438.7109375,7.899339,0,5.6531982421875
1778788400.6593547,73844617,1,5.67376708984375,589.7637329101562,94437.203125,30.64,2.5060651302337646,73844,0.0,28.02182960510254,1,94437.203125,7.899339,0,5.67376708984375
1778788400.759315,73944577,0,5.90325927734375,589.9932250976562,94435.875,30.64,2.4980545043945312,73944,0.0,28.02182960510254,1,94435.875,7.999299,0,5.90325927734375
1778788400.759315,73944577,1,5.97357177734375,590.0635375976562,94433.8046875,30.64,2.4980545043945312,73944,0.0,28.02182960510254,1,94433.8046875,7.999299,0,5.97357177734375
